trajectory_id,target
tr008489,0.796458
tr010473,1.938404
tr007071,0.840223
tr001051,2.313053
tr011825,2.28549
tr011798,2.424511
tr006575,1.75328
tr009133,1.668897
tr005650,2.636971
tr001034,2.115048
tr014145,2.3071
tr003291,2.590116
tr000629,1.560591
tr001488,0.585315
tr005885,2.411591
tr004024,1.783425
tr000132,2.439562
tr010567,1.066069
tr005729,1.306372
tr010049,0.996306
tr002214,0.538096
tr014906,1.278119
tr006641,0.544515
tr011168,0.659115
tr009776,2.548093
tr014393,1.684528
tr013677,2.80719
tr014812,2.917691
tr002648,0.905089
tr011279,1.948382
tr008713,1.118996
tr012792,1.067412
tr013976,1.756346
tr012595,2.12197
tr007555,1.389071
tr005185,1.80475
tr001604,1.05272
tr001137,2.265926
tr011628,1.066654
tr008349,2.733032
tr008804,0.749311
tr011851,1.171484
tr003581,1.951712
tr006829,1.552752
tr006991,1.219061
tr004536,2.161978
tr010895,1.111433
tr000237,1.343637
tr005807,1.62554
tr006566,1.511305
tr011139,1.750133
tr000897,1.141135
tr008365,2.336058
tr002763,1.363535
tr014994,2.117016
tr000918,1.679435
tr014147,1.181447
tr002238,2.535662
tr005208,2.437726
tr012109,0.926402
tr000518,2.36391
tr001129,1.515491
tr009630,1.452122
tr006272,1.460903
tr000326,1.879667
tr008315,1.369844
tr000168,1.232682
tr000771,2.178347
tr002508,0.83023
tr010519,1.70909
tr007005,0.616934
tr009848,0.541111
tr012053,1.128459
tr002716,0.537598
tr010742,1.234545
tr005512,1.821918
tr010318,1.491628
tr012574,2.395141
tr011077,0.762943
tr006070,1.036852
tr010691,2.082382
tr013791,1.542409
tr008495,1.340791
tr000373,1.273096
tr007020,1.3564
tr012864,2.421629
tr007873,1.625892
tr008614,1.25921
tr003895,1.270591
tr001800,0.989428
tr001214,1.141396
tr001775,1.430451
tr013584,1.45355
tr005336,1.90622
tr014494,1.403142
tr007809,0.811261
tr003605,2.801636
tr006314,0.521755
tr011919,1.09646
tr001392,1.02981
tr003706,1.12346
tr001965,1.329465
tr000354,1.537392
tr011236,2.287297
tr011796,1.545571
tr001007,1.321143
tr005153,2.18214
tr003502,2.1234
tr007381,2.572399
tr011751,1.08714
tr003395,2.944182
tr012603,0.714961
tr007880,1.917983
tr012761,2.238171
tr014231,2.857192
tr007046,1.19656
tr004755,2.222467
tr001009,0.533222
tr000245,2.817665
tr007107,1.301415
tr005036,0.598088
tr013145,1.476376
tr006277,2.419681
tr004679,1.811254
tr009451,2.749167
tr005593,1.207846
tr000529,2.242686
tr007898,0.679895
tr012948,2.85373
tr007849,0.88203
tr003784,1.822965
tr006835,2.05084
tr003956,1.396153
tr000520,0.775537
tr004719,1.504606
tr001691,1.800807
tr005771,1.078918
tr001105,2.572575
tr002842,2.87556
tr006771,1.889646
tr001148,0.749375
tr010069,1.91357
tr002493,2.43585
tr002275,2.841339
tr007239,2.949845
tr005769,0.525293
tr013317,1.275349
tr002023,1.980434
tr007622,2.92558
tr009834,0.911534
tr004788,0.674289
tr010481,0.716353
tr011516,2.481687
tr011108,2.428838
tr000222,2.215013
tr004039,0.992501
tr006803,1.524852
tr010419,2.872137
tr009282,1.355451
tr010599,2.877139
tr011009,2.306405
tr014070,2.164194
tr011359,2.584752
tr011331,2.797886
tr006438,1.033201
tr004384,1.513003
tr001058,1.333272
tr014597,2.913278
tr005028,2.517548
tr013611,2.896616
tr014864,1.713116
tr007929,1.217289
tr004711,2.883121
tr012481,1.720405
tr001957,2.742125
tr014657,0.88757
tr007296,0.524497
tr005671,1.997573
tr003994,2.190502
tr013945,2.25246
tr002613,1.837405
tr002485,1.532658
tr008211,2.347389
tr002155,1.450479
tr002017,0.963568
tr001880,2.114839
tr008741,2.368015
tr000442,1.949026
tr006216,1.624662
tr013334,1.904318
tr014828,1.014675
tr004161,0.900039
tr007580,2.085608
tr009589,2.313182
tr006349,2.699594
tr000064,0.812593
tr003821,0.775171
tr002817,2.255735
tr001978,1.915214
tr013715,2.911704
tr001690,1.408094
tr013082,2.865142
tr013981,0.6996
tr007603,0.62185
tr009802,0.625555
tr012072,0.790602
tr004213,0.915515
tr008716,2.268149
tr007442,2.336672
tr005040,2.919084
tr005409,2.625823
tr003092,0.692566
tr006957,1.409822
tr010577,1.128524
tr007881,1.093149
tr005970,0.5259
tr006818,1.53603
tr008240,1.083929
tr003758,2.229579
tr008688,2.427859
tr014252,2.580966
tr000775,1.167814
tr008697,2.25502
tr002791,1.490223
tr000598,1.20672
tr002332,2.17479
tr010758,2.84977
tr006810,1.741765
tr008601,1.714618
tr001436,2.18562
tr010371,1.835136
tr007283,2.240859
tr009852,1.809262
tr004331,2.115592
tr001356,1.349211
tr000484,2.197009
tr010250,0.970908
tr014905,1.91719
tr011624,1.452258
tr003494,1.788442
tr014059,1.979747
tr007848,1.846836
tr003166,0.768741
tr010171,1.518269
tr012529,0.568726
tr012175,0.527458
tr004018,2.930158
tr000341,0.756348
tr002119,0.516279
tr003295,1.769603
tr003752,2.78026
tr007641,2.224379
tr013999,2.125545
tr005594,2.182057
tr008530,2.314853
tr013812,1.295519
tr001235,0.794767
tr006757,1.918647
tr008216,0.957356
tr002301,2.030308
tr008404,0.925219
tr011963,1.789723
tr003842,2.207605
tr007920,2.993855
tr010654,1.097009
tr002510,2.300654
tr008197,2.404121
tr014952,2.980152
tr004110,2.824952
tr004665,0.694018
tr009140,0.964653
tr005068,2.366254
tr008102,1.841307
tr012190,1.727502
tr013207,1.463103
tr009696,2.844048
tr013100,1.977571
tr004607,0.559198
tr008249,1.194628
tr013635,2.702243
tr014549,1.97578
tr006467,2.96615
tr002449,0.840613
tr006089,1.548094
tr003891,2.053172
tr014183,0.86249
tr004461,1.666624
tr012359,2.987201
tr002592,2.572774
tr002764,0.719036
tr011406,2.83212
tr014322,2.935217
tr006905,0.871673
tr006105,2.320476
tr004006,2.411713
tr008222,1.454466
tr002120,1.719218
tr011690,1.066465
tr012926,1.560915
tr011539,1.120151
tr010132,2.065732
tr005221,2.010397
tr001348,0.800845
tr007893,2.783817
tr002000,1.439683
tr006306,2.233332
tr013450,1.415138
tr009543,1.722399
tr009216,0.90666
tr003215,2.310283
tr005571,2.130187
tr000476,2.204198
tr007607,1.866188
tr004488,1.604108
tr008060,1.411484
tr012971,2.599312
tr014327,0.824332
tr012840,0.661138
tr010223,1.508853
tr000183,0.844022
tr014855,2.296982
tr005071,1.18944
tr004288,0.936219
tr009378,1.242271
tr011132,1.310075
tr003084,1.369714
tr008111,1.929596
tr002371,1.890582
tr006095,1.561829
tr004005,0.819544
tr001312,1.054923
tr006063,2.445066
tr000032,1.238824
tr008594,0.757291
tr007459,0.779242
tr003418,2.604816
tr000869,2.36387
tr011471,2.021378
tr003420,2.137926
tr001024,1.819951
tr013664,2.852675
tr005207,1.880202
tr009671,2.286103
tr002856,1.897195
tr009903,1.605435
tr003694,0.664562
tr003974,2.738886
tr002937,1.019971
tr014784,1.391271
tr007171,0.904214
tr003362,1.604524
tr006458,0.625158
tr006223,2.345456
tr012304,1.262639
tr014606,2.764414
tr003379,1.749726
tr002024,0.593886
tr001675,2.016514
tr006880,2.926591
tr001921,1.361622
tr011606,1.423408
tr000056,2.420573
tr013146,1.686796
tr014127,1.192013
tr006037,0.862061
tr001368,2.184638
tr003168,1.760951
tr014555,2.480813
tr002477,2.816486
tr006315,2.585536
tr004562,0.588628
tr000364,2.962594
tr013739,0.933405
tr014306,2.154278
tr008307,0.559931
tr011258,0.747711
tr006080,2.371019
tr004179,1.153984
tr007468,1.040306
tr005381,2.286279
tr014385,0.879119
tr013659,2.839504
tr011082,2.949024
tr005484,0.794739
tr006362,2.32071
tr012187,2.736111
tr011812,2.307731
tr010339,2.745581
tr012338,2.333991
tr003192,2.4784
tr004391,1.70357
tr003686,1.48774
tr007242,1.658152
tr001151,0.794743
tr013822,1.042769
tr008065,0.860519
tr008597,0.758426
tr007837,2.756003
tr011142,2.396423
tr005670,2.499614
tr013228,1.160995
tr013395,1.798419
tr012313,2.615568
tr002365,2.511182
tr008660,2.945281
tr011669,1.954706
tr013245,1.141452
tr007072,1.591116
tr004831,2.905624
tr014034,0.807622
tr006876,0.789771
tr001306,0.893183
tr011631,1.103854
tr005376,1.585706
tr010239,2.034877
tr008032,1.957019
tr012698,1.99655
tr010872,1.693906
tr012983,1.552681
tr013351,2.950945
tr014611,2.023006
tr002682,1.556059
tr002405,2.464337
tr005986,0.720946
tr008960,0.611792
tr003656,2.086113
tr000420,2.455109
tr007438,1.301508
tr011740,1.438968
tr010475,1.284136
tr004137,1.045289
tr007902,1.349047
tr011794,1.887493
tr003547,2.746805
tr009441,1.532643
tr002760,1.983545
tr005488,1.331692
tr010170,2.667099
tr014630,2.640337
tr014509,2.210273
tr001284,1.143388
tr013241,1.745435
tr003416,2.913798
tr010641,2.695966
tr007554,2.11234
tr010109,1.26117
tr004558,0.794676
tr012518,1.388396
tr005775,1.08565
tr000301,0.958451
tr008177,2.999437
tr006435,1.369411
tr012371,2.837206
tr013873,2.810972
tr010613,2.366458
tr012289,2.260674
tr005351,0.850598
tr005805,2.247005
tr004801,0.503612
tr011377,1.327523
tr008991,1.504404
tr004879,1.794047
tr010046,2.663252
tr000633,2.642729
tr000544,2.29157
tr014594,0.632025
tr007357,1.459285
tr004163,2.308141
tr001201,2.453256
tr011087,1.379686
tr001942,2.115225
tr001396,2.460074
tr003583,2.695146
tr009927,1.781446
tr003829,2.175672
tr002738,0.712171
tr004055,1.637938
tr006337,1.403434
tr014714,2.499503
tr014400,1.653393
tr000952,0.748823
tr012577,1.656091
tr013583,1.788059
tr003737,1.956455
tr008663,1.399283
tr010878,0.841608
tr002565,1.218181
tr008544,2.360815
tr009513,1.963469
tr003117,2.905895
tr007699,2.158268
tr010278,0.550255
tr001283,2.543794
tr004287,1.75969
tr007454,1.46152
tr007251,2.061783
tr003135,2.888663
tr001725,1.934385
tr011045,2.331058
tr007645,1.726774
tr000678,0.682684
tr009868,1.972415
tr009559,2.752167
tr004413,1.449944
tr012779,0.668894
tr004933,2.734575
tr000316,0.63321
tr004405,2.04799
tr013216,2.186706
tr007216,2.897706
tr010395,1.869981
tr013972,1.069511
tr010212,1.101893
tr006815,1.624768
tr002604,1.576438
tr008568,1.349568
tr013860,1.217004
tr001605,2.607065
tr006601,1.26763
tr004007,0.591384
tr009052,2.843326
tr002823,2.772989
tr010414,0.559056
tr009191,2.367487
tr002909,0.663205
tr000998,2.0562
tr007007,0.621872
tr006313,2.523237
tr009219,1.692602
tr006790,0.994886
tr003826,2.202464
tr003238,1.812001
tr007822,1.846808
tr009081,2.891591
tr006708,1.864069
tr005116,1.120088
tr014774,2.16548
tr007100,2.319642
tr008665,1.157969
tr007814,2.87348
tr014103,0.842335
tr002039,2.074421
tr006688,0.634204
tr008563,2.029041
tr014520,2.84712
tr011484,1.381152
tr011560,0.923064
tr001765,1.061085
tr005180,1.279073
tr004753,2.651035
tr001568,2.770796
tr008653,1.429859
tr009168,1.679201
tr010338,0.590954
tr009888,2.255322
tr003367,1.711056
tr004986,2.70777
tr009886,2.789722
tr002849,1.77527
tr009269,1.787138
tr000290,1.176465
tr013830,2.023863
tr004202,1.578438
tr011545,2.163291
tr000986,0.639029
tr008582,2.464223
tr005226,1.277119
tr007245,0.695314
tr013368,2.283535
tr013795,1.702675
tr005833,1.911217
tr000334,2.915274
tr012999,0.967372
tr014974,1.19479
tr010880,0.734339
tr007731,2.336046
tr004694,2.512273
tr009239,1.711178
tr012137,0.676531
tr002943,2.407781
tr003714,1.691132
tr013491,1.005485
tr005812,1.697963
tr004948,2.948895
tr013209,2.351349
tr012737,1.321227
tr003383,0.606037
tr008100,0.727455
tr006952,1.61042
tr000358,1.771941
tr012118,1.00894
tr006279,1.62195
tr004712,2.342173
tr010148,1.590007
tr009892,2.66103
tr002377,0.510276
tr006842,2.177924
tr000978,1.700922
tr004601,2.355653
tr003517,2.330538
tr010562,2.675208
tr014973,2.567036
tr005136,1.347101
tr005456,2.789603
tr012201,0.518013
tr001463,0.711396
tr001251,0.791256
tr007520,0.682266
tr007952,1.458649
tr014184,2.495099
tr002113,1.373914
tr008543,2.366344
tr003152,2.231561
tr010428,1.36019
tr006747,0.94995
tr004379,2.436898
tr010358,2.90094
tr000235,2.875653
tr003544,0.507553
tr008386,2.938018
tr009981,1.777823
tr002612,1.276905
tr002130,1.602809
tr010004,1.970604
tr004626,2.779278
tr008465,2.035372
tr004395,0.83637
tr002582,1.3414
tr011286,1.332993
tr013459,2.342527
tr003545,1.256462
tr002097,1.93441
tr002928,2.634819
tr005824,2.743933
tr007569,0.793778
tr002603,1.401282
tr002742,1.708952
tr003447,0.644678
tr014138,2.425038
tr010951,0.547335
tr000881,2.414767
tr007433,2.664338
tr000345,2.866488
tr002472,0.701398
tr000768,1.814828
tr007044,1.433931
tr007432,2.786692
tr000010,1.004393
tr011635,1.91
tr012195,1.616039
tr007320,2.136592
tr003499,1.362545
tr009291,2.520344
tr009575,2.033881
tr014744,2.844377
tr012387,0.680421
tr007049,1.456164
tr009397,0.559108
tr006153,1.332181
tr006836,0.864819
tr009331,2.456872
tr004122,1.538385
tr005837,2.840805
tr003153,0.730358
tr010417,0.647816
tr010489,1.962618
tr013516,1.749477
tr011128,0.617033
tr012882,2.086844
tr014321,2.185426
tr007948,1.361108
tr003731,0.641982
tr002659,0.922711
tr005431,1.228451
tr012605,1.970732
tr007262,2.537036
tr008128,1.40677
tr008382,2.383301
tr001679,1.708145
tr006016,2.231303
tr011452,2.055126
tr003526,2.224619
tr012474,0.535505
tr007658,2.442243
tr009120,0.770515
tr014633,0.685083
tr009697,2.442792
tr005700,2.073733
tr011838,2.993366
tr001071,0.675558
tr008468,1.463356
tr003853,1.135813
tr001404,2.934457
tr007120,1.033755
tr008413,1.20414
tr002353,0.779527
tr002030,0.768354
tr001541,0.590204
tr007328,1.517192
tr011012,1.66943
tr008715,1.399024
tr003437,1.512361
tr000860,2.411622
tr004155,2.905228
tr007567,1.066691
tr002362,2.51437
tr003932,0.588782
tr012596,1.21824
tr010016,1.23167
tr006969,2.894024
tr001519,0.683254
tr002335,2.364805
tr004584,2.303691
tr007659,2.06565
tr008224,0.720058
tr011191,2.044195
tr007790,0.894904
tr005726,2.824932
tr000081,1.185088
tr001350,1.385605
tr012531,2.821644
tr011466,2.854279
tr011221,1.430262
tr010378,2.841324
tr014000,1.941088
tr001216,1.868661
tr007344,2.888094
tr000639,2.340983
tr011078,0.827468
tr008734,2.498032
tr007854,2.661066
tr012019,2.261647
tr012055,0.817596
tr002609,0.918685
tr000738,0.772745
tr008728,1.482989
tr010844,2.696356
tr013967,1.011219
tr005047,2.457547
tr013716,1.348483
tr000044,2.764532
tr009395,1.657774
tr001638,1.347108
tr013260,0.982339
tr009023,2.472754
tr011189,1.498385
tr004856,1.232436
tr000859,0.82687
tr011098,2.016371
tr002854,2.917302
tr012772,1.434372
tr001693,2.607728
tr000556,2.503635
tr004909,2.795949
tr008797,0.765873
tr001385,1.751647
tr005268,2.432733
tr014605,2.546981
tr010138,1.398383
tr005863,1.004129
tr008274,0.703742
tr000493,0.504116
tr004263,2.424497
tr001697,1.389222
tr001297,1.144737
tr005148,0.698653
tr009580,1.865932
tr010300,1.980507
tr010928,0.686024
tr012956,2.944854
tr007254,0.718697
tr014875,2.898439
tr010518,1.883754
tr001389,1.972474
tr004512,2.187218
tr007285,2.016294
tr003909,2.983484
tr007176,2.017389
tr012071,0.655586
tr003937,1.2292
tr012188,2.057691
tr004833,2.820712
tr006159,1.934101
tr005553,0.97958
tr014486,1.223267
tr005915,2.490615
tr001296,2.811001
tr011529,0.800434
tr002986,1.838494
tr012422,0.92292
tr013541,2.877947
tr009127,2.534216
tr006286,2.881872
tr004192,1.570207
tr001308,1.485889
tr008083,0.689629
tr006816,2.440965
tr006980,0.683104
tr008448,2.512535
tr009497,0.9001
tr010543,2.097771
tr001504,0.706301
tr001961,2.927724
tr010054,2.994701
tr011482,0.728866
tr004172,2.74633
tr009252,1.972958
tr010190,0.56431
tr008583,2.017164
tr001318,2.088438
tr009587,2.967141
tr006694,0.898029
tr000165,2.41365
tr005188,1.425356
tr011164,0.548143
tr003216,1.924562
tr003444,1.77376
tr003626,2.354312
tr014581,1.302241
tr012048,2.109951
tr000699,0.940232
tr001509,2.607028
tr000726,1.315025
tr010580,0.756521
tr004923,2.596021
tr007446,1.755199
tr009966,2.311084
tr008074,0.599143
tr014484,2.920563
tr001329,1.151183
tr013445,2.100478
tr010963,2.815278
tr009602,1.909576
tr000123,2.262648
tr009819,0.85215
tr013956,0.574183
tr004605,1.273183
tr002420,0.533158
tr013991,2.439925
tr004230,1.79741
tr008610,1.037645
tr000654,2.069289
tr010549,2.319819
tr012382,1.484157
tr007742,0.913556
tr013331,2.190189
tr000866,0.51001
tr013437,0.863097
tr004762,0.820322
tr012040,0.872562
tr002266,1.2439
tr001279,2.577538
tr006685,2.634233
tr001748,2.707827
tr013461,1.065441
tr007210,0.93014
tr012014,0.891458
tr007313,2.113359
tr010967,1.290675
tr008033,0.958715
tr009898,2.29386
tr011483,1.560184
tr006755,1.254439
tr010303,1.261494
tr003582,2.33525
tr009646,2.732
tr003076,1.935201
tr001584,2.117185
tr014317,2.45158
tr013616,0.659943
tr014357,1.949536
tr010535,0.751158
tr010548,2.841953
tr014961,0.563822
tr012991,1.502132
tr006850,2.523714
tr014237,0.555166
tr014886,0.787433
tr006761,1.700954
tr010159,0.728227
tr013318,2.857901
tr001994,2.969103
tr011534,1.973525
tr003928,2.884929
tr006611,2.596772
tr002203,2.025662
tr002172,2.792292
tr011251,1.324158
tr012528,2.219274
tr011992,2.96671
tr010812,2.831053
tr011726,1.471308
tr002205,0.961594
tr003566,2.285055
tr000407,1.732565
tr009631,1.468924
tr007589,1.19037
tr012353,2.363294
tr005419,2.849079
